节点编号,时间戳,空气温度(℃),空气湿度(%),土壤温度(℃),土壤水分(%),空气CO2浓度(ppm),光照强度(lux)
6001, 2014-03-11 13:37:59,14.26,57.37,7.31,47.06,0.00,0.00
6001, 2014-03-11 13:29:55,14.24,54.25,7.31,47.01,0.00,0.00
6001, 2014-03-11 13:25:03,14.20,57.15,7.25,47.06,0.00,0.00
6001, 2014-03-11 13:24:55,14.20,57.15,7.25,47.06,0.00,0.00
6001, 2014-03-11 13:19:56,14.14,56.18,7.25,47.06,0.00,0.00
6001, 2014-03-11 13:14:55,14.14,58.13,7.25,47.06,0.00,0.00
6001, 2014-03-11 13:09:48,14.18,56.45,7.25,99.00,0.00,0.00
6001, 2014-03-11 13:05:05,14.32,54.29,7.19,47.06,0.00,0.00
6001, 2014-03-11 13:00:06,14.46,54.59,7.19,47.06,0.00,0.00
6001, 2014-03-11 12:55:05,14.61,52.51,7.19,47.01,0.00,0.00
6001, 2014-03-11 12:52:59,14.62,55.58,7.19,47.01,0.00,0.00
6001, 2014-03-11 12:48:00,14.73,51.88,7.13,47.01,0.00,0.00
6001, 2014-03-11 12:43:00,14.87,55.04,7.13,46.96,0.00,0.00
6001, 2014-03-11 12:38:00,14.95,50.52,7.13,46.96,0.00,0.00
6001, 2014-03-11 12:29:57,14.91,51.07,7.06,46.92,0.00,0.00
6001, 2014-03-11 12:24:57,14.89,50.55,7.06,47.01,0.00,0.00
6001, 2014-03-11 12:19:56,14.85,50.32,7.06,46.96,0.00,0.00
6001, 2014-03-11 12:14:58,14.77,50.59,7.06,46.96,0.00,0.00
6001, 2014-03-11 12:10:51,14.62,50.29,7.06,46.96,0.00,0.00
6001, 2014-03-11 12:05:52,14.55,52.37,7.00,47.01,0.00,0.00
6001, 2014-03-11 12:01:03,14.68,49.93,7.00,46.96,0.00,0.00
6001, 2014-03-11 11:55:52,15.00,52.01,6.94,46.96,0.00,0.00
6001, 2014-03-11 11:52:43,15.06,49.12,7.00,46.92,0.00,0.00
6001, 2014-03-11 11:47:44,14.97,49.51,6.94,46.96,0.00,0.00
6001, 2014-03-11 11:42:43,14.92,50.95,6.94,46.96,0.00,0.00
6001, 2014-03-11 11:37:44,14.81,49.95,6.94,46.96,0.00,0.00
6001, 2014-03-11 11:28:39,14.75,49.76,6.88,46.92,0.00,0.00
6001, 2014-03-11 11:23:39,14.66,50.30,6.88,46.92,0.00,0.00
6001, 2014-03-11 11:18:39,14.70,51.11,6.88,46.96,0.00,0.00
6001, 2014-03-11 11:13:39,14.74,51.45,6.88,46.96,0.00,0.00
6001, 2014-03-11 11:05:33,14.80,53.05,6.88,46.96,0.00,0.00
6001, 2014-03-11 11:00:34,14.96,52.59,6.81,46.92,0.00,0.00
6001, 2014-03-11 10:55:33,14.87,51.28,6.81,46.92,0.00,0.00
6001, 2014-03-11 10:48:29,14.95,50.89,6.81,46.87,0.00,0.00
6001, 2014-03-11 10:43:30,15.00,51.33,6.81,46.92,0.00,0.00
6001, 2014-03-11 10:38:29,15.06,51.56,6.81,46.92,0.00,0.00
6001, 2014-03-11 10:33:29,15.00,51.27,6.81,46.82,0.00,0.00
6001, 2014-03-11 10:30:28,14.92,52.33,6.81,46.87,0.00,0.00
6001, 2014-03-11 10:30:23,14.92,52.33,6.81,46.87,0.00,0.00
6001, 2014-03-11 10:25:23,14.74,55.57,6.81,99.00,0.00,0.00
6001, 2014-03-11 10:20:53,14.50,56.71,6.81,46.87,0.00,0.00
6001, 2014-03-11 10:15:54,14.52,56.51,6.81,46.92,0.00,0.00
6001, 2014-03-11 10:10:47,14.68,57.47,6.81,46.87,0.00,0.00
6001, 2014-03-11 10:05:53,15.00,56.91,6.81,46.87,0.00,0.00
6001, 2014-03-11 10:00:46,14.97,59.46,6.81,46.87,0.00,0.00
6001, 2014-03-11 09:55:47,14.50,60.07,6.81,46.96,0.00,0.00
6001, 2014-03-11 09:44:44,13.38,70.44,6.81,46.92,0.00,0.00
6001, 2014-03-11 09:39:56,12.68,73.40,6.81,46.96,0.00,0.00
6001, 2014-03-11 09:39:50,12.68,73.40,6.81,46.96,0.00,0.00
6001, 2014-03-11 09:39:44,12.68,73.40,6.81,46.96,0.00,0.00
6001, 2014-03-11 09:34:44,11.76,79.40,6.81,47.06,0.00,0.00
6001, 2014-03-11 09:28:36,10.71,81.35,6.88,47.01,0.00,0.00
6001, 2014-03-11 09:23:36,10.08,80.75,6.81,47.01,0.00,0.00
6001, 2014-03-11 09:18:36,9.66,84.11,6.88,47.06,0.00,0.00
6001, 2014-03-11 09:13:36,9.20,87.53,6.88,47.11,0.00,0.00
6001, 2014-03-11 09:11:34,9.02,89.16,6.88,47.06,0.00,0.00
6001, 2014-03-11 09:06:34,8.56,94.61,6.88,47.11,0.00,0.00
6001, 2014-03-11 09:01:46,8.14,96.40,6.88,47.11,0.00,0.00
6001, 2014-03-11 08:56:34,7.74,96.69,6.88,47.11,0.00,0.00
6001, 2014-03-11 08:49:27,7.39,96.71,6.88,47.11,0.00,0.00
6001, 2014-03-11 08:44:26,7.30,96.91,6.94,47.20,0.00,0.00
6001, 2014-03-11 08:40:04,7.14,97.12,0.00,47.20,0.00,0.00
6001, 2014-03-11 08:35:05,6.63,97.12,0.00,47.20,0.00,0.00
6001, 2014-03-11 08:30:00,6.04,97.06,0.00,47.20,0.00,0.00
6001, 2014-03-11 08:25:00,5.47,96.90,0.00,47.20,0.00,0.00
6001, 2014-03-11 08:20:00,5.03,96.78,0.00,47.25,0.00,0.00
6001, 2014-03-11 08:15:00,4.61,96.57,0.00,47.25,0.00,0.00
6001, 2014-03-11 08:10:59,4.38,96.50,0.00,47.25,0.00,0.00
6001, 2014-03-11 08:05:58,4.14,96.39,0.00,47.25,0.00,0.00
6001, 2014-03-11 08:00:58,3.93,96.16,0.00,47.30,0.00,0.00
6001, 2014-03-11 07:55:57,3.98,96.05,0.00,47.25,0.00,0.00
6001, 2014-03-11 07:51:51,4.00,96.23,0.00,47.25,0.00,0.00
6001, 2014-03-11 07:46:52,3.70,96.17,0.00,47.30,0.00,0.00
6001, 2014-03-11 07:41:50,3.48,96.08,0.00,47.30,0.00,0.00
6001, 2014-03-11 07:37:45,3.24,96.04,0.00,47.30,0.00,0.00
6001, 2014-03-11 07:30:39,3.12,95.62,0.00,47.35,0.00,0.00
6001, 2014-03-11 07:25:38,3.07,95.80,0.00,47.35,0.00,0.00
6001, 2014-03-11 07:21:21,2.98,95.31,0.00,47.35,0.00,0.00
6001, 2014-03-11 07:16:20,3.16,95.39,0.00,47.35,0.00,0.00
6001, 2014-03-11 07:13:15,3.24,95.41,0.00,47.35,0.00,0.00
6001, 2014-03-11 07:08:14,3.31,95.53,0.00,47.30,0.00,0.00
6001, 2014-03-11 07:03:15,3.18,95.29,0.00,47.35,0.00,0.00
6001, 2014-03-11 06:58:15,3.37,95.15,0.00,47.35,0.00,0.00
6001, 2014-03-11 06:53:11,3.42,95.26,0.00,47.35,0.00,0.00
6001, 2014-03-11 06:48:12,3.50,95.18,0.00,47.30,0.00,0.00
6001, 2014-03-11 06:43:13,3.58,95.16,0.00,47.35,0.00,0.00
6001, 2014-03-11 06:38:18,3.71,95.09,0.00,47.30,0.00,0.00
6001, 2014-03-11 06:30:08,4.08,95.12,0.00,47.30,0.00,0.00
6001, 2014-03-11 06:25:07,4.13,95.31,0.00,47.30,0.00,0.00
6001, 2014-03-11 06:20:07,4.12,95.06,0.00,47.30,0.00,0.00
6001, 2014-03-11 06:15:07,4.22,95.09,0.00,47.35,0.00,0.00
6001, 2014-03-11 06:10:02,4.30,95.01,0.00,47.35,0.00,0.00
6001, 2014-03-11 06:05:02,4.35,95.00,0.00,47.30,0.00,0.00
6001, 2014-03-11 06:00:02,4.42,94.97,0.00,47.35,0.00,0.00
6001, 2014-03-11 05:55:01,4.50,94.91,0.00,47.30,0.00,0.00
6001, 2014-03-11 05:49:57,4.55,94.95,0.00,47.30,0.00,0.00
6001, 2014-03-11 05:44:56,4.50,94.87,0.00,47.30,0.00,0.00
6001, 2014-03-11 05:39:57,4.57,94.79,0.00,47.30,0.00,0.00
6001, 2014-03-11 05:34:57,4.52,94.72,0.00,47.35,0.00,0.00
6001, 2014-03-11 05:29:56,4.35,94.38,0.00,47.35,0.00,0.00
6001, 2014-03-11 05:29:50,4.35,94.38,0.00,47.35,0.00,0.00
6001, 2014-03-11 05:24:50,4.30,94.07,0.00,47.25,0.00,0.00
6001, 2014-03-11 05:19:50,4.40,94.00,0.00,47.35,0.00,0.00
6001, 2014-03-11 05:14:50,4.45,93.86,0.00,47.30,0.00,0.00
6001, 2014-03-11 05:11:47,4.50,93.85,0.00,47.30,0.00,0.00
6001, 2014-03-11 05:06:47,4.54,93.66,0.00,47.30,0.00,0.00
6001, 2014-03-11 05:01:47,4.69,93.68,0.00,47.35,0.00,0.00
6001, 2014-03-11 04:56:47,4.86,93.92,0.00,47.30,0.00,0.00
6001, 2014-03-11 04:52:42,4.99,94.13,0.00,47.30,0.00,0.00
6001, 2014-03-11 04:47:42,5.14,94.37,0.00,47.35,0.00,0.00
6001, 2014-03-11 04:42:43,5.28,94.78,7.44,47.30,0.00,0.00
6001, 2014-03-11 04:31:35,5.38,95.05,7.44,47.30,0.00,0.00
6001, 2014-03-11 04:26:36,5.36,95.10,7.44,99.00,0.00,0.00
6001, 2014-03-11 04:22:06,5.33,95.36,7.44,47.35,0.00,0.00
6001, 2014-03-11 04:17:04,5.14,95.06,0.00,47.35,0.00,0.00
6001, 2014-03-11 04:10:00,5.31,95.28,0.00,47.35,0.00,0.00
6001, 2014-03-11 04:04:57,5.19,95.45,0.00,47.35,0.00,0.00
6001, 2014-03-11 04:00:04,5.06,95.12,0.00,47.35,0.00,0.00
6001, 2014-03-11 03:59:58,5.06,95.12,0.00,47.35,0.00,0.00
6001, 2014-03-11 03:54:59,5.16,95.04,0.00,47.40,0.00,0.00
6001, 2014-03-11 03:51:53,5.24,95.29,0.00,47.35,0.00,0.00
6001, 2014-03-11 03:46:54,5.04,95.13,0.00,47.35,0.00,0.00
6001, 2014-03-11 03:41:53,5.16,95.14,0.00,47.35,0.00,0.00
6001, 2014-03-11 03:36:54,5.25,95.17,0.00,47.40,0.00,0.00
6001, 2014-03-11 03:30:51,5.27,95.22,0.00,47.35,0.00,0.00
6001, 2014-03-11 03:25:50,5.28,95.32,0.00,47.35,0.00,0.00
6001, 2014-03-11 03:20:49,5.18,95.25,0.00,47.40,0.00,0.00
6001, 2014-03-11 03:15:50,5.08,95.12,0.00,47.40,0.00,0.00
6001, 2014-03-11 03:08:43,4.98,95.00,0.00,47.35,0.00,0.00
6001, 2014-03-11 03:03:44,4.98,94.95,0.00,47.35,0.00,0.00
6001, 2014-03-11 02:58:45,5.00,94.80,0.00,47.40,0.00,0.00
6001, 2014-03-11 02:50:37,4.95,94.84,0.00,47.40,0.00,0.00
6001, 2014-03-11 02:45:37,4.95,94.64,0.00,47.35,0.00,0.00
6001, 2014-03-11 02:40:38,5.04,94.66,0.00,47.40,0.00,0.00
6001, 2014-03-11 02:35:38,5.01,94.61,0.00,47.40,0.00,0.00
6001, 2014-03-11 02:31:34,5.07,94.67,0.00,47.40,0.00,0.00
6001, 2014-03-11 02:26:35,4.89,94.43,0.00,47.40,0.00,0.00
6001, 2014-03-11 02:21:47,4.99,94.25,0.00,47.44,0.00,0.00
6001, 2014-03-11 02:16:35,5.09,94.23,0.00,47.40,0.00,0.00
6001, 2014-03-11 02:11:29,5.19,94.21,0.00,47.44,0.00,0.00
6001, 2014-03-11 02:06:29,5.34,94.25,0.00,47.40,0.00,0.00
6001, 2014-03-11 02:01:34,5.42,94.59,0.00,47.44,0.00,0.00
6001, 2014-03-11 01:57:19,5.38,94.31,0.00,47.44,0.00,0.00
6001, 2014-03-11 01:53:18,5.51,94.54,0.00,47.40,0.00,0.00
6001, 2014-03-11 01:48:18,5.49,94.54,0.00,47.40,0.00,0.00
6001, 2014-03-11 01:43:18,5.50,94.49,0.00,47.49,0.00,0.00
6001, 2014-03-11 01:38:19,5.59,94.66,0.00,47.44,0.00,0.00
6001, 2014-03-11 01:29:13,5.56,94.80,0.00,47.40,0.00,0.00
6001, 2014-03-11 01:24:13,5.28,94.58,0.00,47.44,0.00,0.00
6001, 2014-03-11 01:19:12,5.12,94.34,0.00,47.44,0.00,0.00
6001, 2014-03-11 01:13:08,5.11,94.24,0.00,47.49,0.00,0.00
6001, 2014-03-11 01:08:08,5.14,94.34,0.00,47.44,0.00,0.00
6001, 2014-03-11 01:03:08,5.18,94.26,0.00,47.49,0.00,0.00
6001, 2014-03-11 00:58:08,5.18,94.40,0.00,47.44,0.00,0.00
6001, 2014-03-11 00:51:00,5.04,93.97,0.00,47.44,0.00,0.00
6001, 2014-03-11 00:46:00,5.11,94.14,0.00,47.44,0.00,0.00
6001, 2014-03-11 00:41:00,5.02,94.01,0.00,47.49,0.00,0.00
6001, 2014-03-11 00:36:00,5.00,93.86,0.00,47.49,0.00,0.00
6001, 2014-03-11 00:29:56,4.98,93.71,0.00,47.49,0.00,0.00
6001, 2014-03-11 00:24:55,4.98,93.51,0.00,47.44,0.00,0.00
6001, 2014-03-11 00:20:08,5.09,93.51,0.00,47.49,0.00,0.00
6001, 2014-03-11 00:14:56,5.18,93.38,8.13,47.49,0.00,0.00
6001, 2014-03-11 00:04:53,5.32,93.45,8.13,47.44,0.00,0.00
6001, 2014-03-11 00:00:06,5.28,93.01,8.19,47.44,0.00,0.00
6001, 2014-03-10 23:55:00,5.42,93.22,8.19,47.49,0.00,0.00
6001, 2014-03-10 23:52:46,5.34,93.40,8.19,47.44,0.00,0.00
6001, 2014-03-10 23:47:45,5.03,92.72,8.25,47.49,0.00,0.00
6001, 2014-03-10 23:42:46,5.04,92.22,8.25,47.49,0.00,0.00
6001, 2014-03-10 23:37:46,5.21,92.32,8.25,47.49,0.00,0.00
6001, 2014-03-10 23:29:43,5.50,92.94,8.25,47.49,0.00,0.00
6001, 2014-03-10 23:24:44,5.32,92.55,8.31,47.44,0.00,0.00
6001, 2014-03-10 23:19:43,5.36,92.23,8.31,47.49,0.00,0.00
6001, 2014-03-10 23:14:49,5.39,92.44,8.31,47.54,0.00,0.00
6001, 2014-03-10 23:13:35,5.34,92.30,8.31,47.49,0.00,0.00
6001, 2014-03-10 23:08:35,5.22,91.41,8.31,47.44,0.00,0.00
6001, 2014-03-10 23:03:38,5.42,91.36,8.38,47.54,0.00,0.00
6001, 2014-03-10 22:58:35,5.52,91.34,8.38,47.49,0.00,0.00
6001, 2014-03-10 22:51:33,5.80,91.59,8.38,47.49,0.00,0.00
6001, 2014-03-10 22:46:39,5.89,92.04,8.38,47.49,0.00,0.00
6001, 2014-03-10 22:41:32,5.86,91.83,8.44,47.59,0.00,0.00
6001, 2014-03-10 22:36:33,6.00,92.42,8.44,47.49,0.00,0.00
6001, 2014-03-10 22:30:30,5.50,91.69,8.44,47.59,0.00,0.00
6001, 2014-03-10 22:25:24,5.16,89.93,0.00,47.54,0.00,0.00
6001, 2014-03-10 22:20:31,5.22,88.93,8.50,47.59,0.00,0.00
6001, 2014-03-10 22:16:17,5.41,88.80,8.50,47.54,0.00,0.00
6001, 2014-03-10 22:10:12,5.69,89.53,8.50,47.54,0.00,0.00
6001, 2014-03-10 22:05:12,5.67,88.99,8.50,47.49,0.00,0.00
6001, 2014-03-10 22:00:24,5.66,86.78,8.56,47.59,0.00,0.00
6001, 2014-03-10 21:55:12,6.06,86.10,8.56,47.54,0.00,0.00
6001, 2014-03-10 21:49:11,6.36,85.39,8.56,47.49,0.00,0.00
6001, 2014-03-10 21:44:15,6.78,83.73,8.56,47.54,0.00,0.00
6001, 2014-03-10 21:39:08,7.38,85.53,8.56,47.44,0.00,0.00
6001, 2014-03-10 21:30:03,6.97,89.57,8.56,47.54,0.00,0.00
6001, 2014-03-10 21:25:03,6.76,89.16,8.56,47.49,0.00,0.00
6001, 2014-03-10 21:20:04,6.67,89.37,8.63,47.59,0.00,0.00
6001, 2014-03-10 21:15:17,6.49,87.21,8.63,47.54,0.00,0.00
6001, 2014-03-10 21:12:56,6.50,86.18,8.63,47.54,0.00,0.00
6001, 2014-03-10 21:07:56,6.78,84.49,8.63,47.44,0.00,0.00
6001, 2014-03-10 21:02:56,7.18,84.69,8.63,47.49,0.00,0.00
6001, 2014-03-10 20:57:56,7.35,84.15,8.63,47.54,0.00,0.00
6001, 2014-03-10 20:52:52,7.68,82.67,8.69,47.54,0.00,0.00
6001, 2014-03-10 20:47:52,8.06,82.84,8.69,47.44,0.00,0.00
6001, 2014-03-10 20:42:52,8.28,84.21,8.69,47.49,0.00,0.00
6001, 2014-03-10 20:31:46,8.12,83.51,8.69,47.54,0.00,0.00
6001, 2014-03-10 20:26:56,8.36,81.30,8.69,47.49,0.00,0.00
6001, 2014-03-10 20:21:51,8.50,83.31,8.69,47.59,0.00,0.00
6001, 2014-03-10 20:09:52,8.29,84.03,8.69,47.54,0.00,0.00
6001, 2014-03-10 20:09:39,8.29,84.03,8.69,47.54,0.00,0.00
6001, 2014-03-10 20:04:39,8.10,83.14,8.69,47.49,0.00,0.00
6001, 2014-03-10 19:59:45,8.00,83.14,8.69,47.54,0.00,0.00
6001, 2014-03-10 19:36:53,9.64,71.67,8.69,47.54,0.00,0.00
6001, 2014-03-10 19:29:48,10.40,69.65,8.69,47.49,0.00,0.00
6001, 2014-03-10 19:25:00,10.28,69.71,8.69,47.49,0.00,0.00
6001, 2014-03-10 19:19:48,10.27,69.34,8.63,47.54,0.00,0.00
6001, 2014-03-10 19:14:49,10.34,68.30,8.69,47.54,0.00,0.00
6001, 2014-03-10 19:12:41,10.35,67.82,8.63,47.54,0.00,0.00
6001, 2014-03-10 19:07:42,10.23,70.55,8.63,47.54,0.00,0.00
6001, 2014-03-10 19:02:40,10.07,72.01,8.63,47.59,0.00,0.00
6001, 2014-03-10 18:57:41,10.14,71.80,8.63,47.59,0.00,0.00
6001, 2014-03-10 18:48:43,10.98,67.68,8.56,47.49,0.00,0.00
6001, 2014-03-10 18:48:37,10.98,67.68,8.56,47.49,0.00,0.00
6001, 2014-03-10 18:43:37,11.40,66.35,8.56,47.54,0.00,0.00
6001, 2014-03-10 18:38:37,12.03,64.17,8.56,47.49,0.00,0.00
6001, 2014-03-10 18:29:29,13.26,57.99,8.56,47.49,0.00,0.00
6001, 2014-03-10 18:24:29,13.91,53.72,8.56,47.49,0.00,0.00
6001, 2014-03-10 18:19:30,14.57,53.60,8.50,47.49,0.00,0.00
6001, 2014-03-10 18:14:29,15.16,52.68,8.50,47.49,0.00,0.00
6001, 2014-03-10 18:09:24,15.61,50.77,8.50,47.49,0.00,0.00
6001, 2014-03-10 18:04:24,16.09,50.52,8.44,47.44,0.00,0.00
6001, 2014-03-10 17:59:23,16.53,49.93,8.38,47.44,0.00,0.00
6001, 2014-03-10 17:54:25,16.86,50.91,8.38,47.44,0.00,0.00
6001, 2014-03-10 17:49:36,17.12,49.08,8.38,47.44,0.00,0.00
6001, 2014-03-10 17:44:36,17.38,50.45,8.38,47.40,0.00,0.00
6001, 2014-03-10 17:39:36,17.48,46.43,8.31,47.40,0.00,0.00
6001, 2014-03-10 17:34:35,17.54,50.01,8.25,47.35,0.00,0.00
6001, 2014-03-10 17:32:33,17.56,49.67,8.31,47.35,0.00,0.00
6001, 2014-03-10 17:27:32,18.00,47.22,8.25,47.40,0.00,0.00
6001, 2014-03-10 17:22:34,18.50,44.52,8.25,47.44,0.00,0.00
6001, 2014-03-10 17:17:33,18.63,44.70,8.19,47.40,0.00,0.00
6001, 2014-03-10 17:11:29,18.73,45.66,8.13,47.40,0.00,0.00
6001, 2014-03-10 17:01:29,19.02,43.44,8.06,47.40,0.00,0.00
6001, 2014-03-10 16:56:29,19.17,42.14,8.06,47.40,0.00,0.00
6001, 2014-03-10 16:50:21,19.55,43.21,8.00,47.35,0.00,0.00
6001, 2014-03-10 16:45:21,19.71,41.40,8.00,47.35,0.00,0.00
6001, 2014-03-10 16:40:22,19.82,40.05,7.94,47.40,0.00,0.00
6001, 2014-03-10 16:35:26,19.93,41.97,7.88,47.35,0.00,0.00
6001, 2014-03-10 16:30:18,20.03,41.11,7.88,47.35,0.00,0.00
6001, 2014-03-10 16:25:17,20.26,39.06,7.81,47.40,0.00,0.00
6001, 2014-03-10 16:20:19,20.84,39.25,7.75,47.40,0.00,0.00
6001, 2014-03-10 16:15:19,20.85,39.71,7.75,47.35,0.00,0.00
6001, 2014-03-10 16:12:11,20.57,40.39,7.69,47.35,0.00,0.00
6001, 2014-03-10 16:07:12,20.62,39.13,7.69,47.40,0.00,0.00
6001, 2014-03-10 16:02:13,20.99,39.66,7.63,47.35,0.00,0.00
6001, 2014-03-10 15:57:12,21.38,38.66,7.56,47.35,0.00,0.00
6001, 2014-03-10 15:49:05,21.48,39.00,7.50,47.35,0.00,0.00
6001, 2014-03-10 15:44:05,21.80,36.97,7.44,47.35,0.00,0.00
6001, 2014-03-10 15:39:45,21.60,37.24,7.44,47.35,0.00,0.00
6001, 2014-03-10 15:34:46,21.04,37.71,7.38,47.35,0.00,0.00
6001, 2014-03-10 15:33:39,21.03,37.32,7.38,47.35,0.00,0.00
6001, 2014-03-10 15:28:40,21.72,36.07,7.31,47.35,0.00,0.00
6001, 2014-03-10 15:23:40,21.94,35.24,7.25,47.35,0.00,0.00
6001, 2014-03-10 15:18:40,21.54,38.22,7.25,47.40,0.00,0.00
6001, 2014-03-10 15:11:38,21.50,36.71,7.13,47.30,0.00,0.00
6001, 2014-03-10 15:06:38,21.57,36.55,7.13,47.30,0.00,0.00
6001, 2014-03-10 15:01:40,22.05,36.37,7.06,47.30,0.00,0.00
6001, 2014-03-10 14:56:38,22.09,34.32,7.00,47.25,0.00,0.00
6001, 2014-03-10 14:53:29,21.91,35.69,7.00,47.25,0.00,0.00
6001, 2014-03-10 14:48:29,21.86,38.06,6.94,47.30,0.00,0.00
6001, 2014-03-10 14:43:31,21.71,36.43,6.94,47.25,0.00,0.00
6001, 2014-03-10 14:38:30,21.91,36.55,6.81,47.25,0.00,0.00
6001, 2014-03-10 14:33:24,21.59,37.31,6.81,47.25,0.00,0.00
6001, 2014-03-10 14:28:26,21.52,35.92,6.75,47.25,0.00,0.00
6001, 2014-03-10 14:23:25,21.27,36.03,6.69,47.25,0.00,0.00
6001, 2014-03-10 14:18:25,21.56,35.33,6.63,47.25,0.00,0.00
6001, 2014-03-10 14:09:20,21.41,34.46,6.56,47.20,0.00,0.00
6001, 2014-03-10 14:04:26,20.89,38.80,6.56,47.30,0.00,0.00
6001, 2014-03-10 13:59:20,20.29,40.62,6.50,47.25,0.00,0.00
6001, 2014-03-10 13:54:19,20.06,38.36,6.44,47.30,0.00,0.00
6001, 2014-03-10 13:50:14,19.82,37.42,6.44,47.25,0.00,0.00
6001, 2014-03-10 13:45:49,19.73,38.23,6.38,47.25,0.00,0.00
6001, 2014-03-10 13:40:43,19.80,39.40,6.38,47.25,0.00,0.00
6001, 2014-03-10 13:35:42,20.07,38.33,6.31,47.25,0.00,0.00
6001, 2014-03-10 13:32:38,20.16,38.63,6.25,47.16,0.00,0.00
6001, 2014-03-10 13:27:38,19.73,38.94,6.19,47.20,0.00,0.00
6001, 2014-03-10 13:22:39,19.76,37.25,6.19,47.20,0.00,0.00
6001, 2014-03-10 13:17:38,19.82,39.41,6.13,47.20,0.00,0.00
6001, 2014-03-10 13:09:39,19.26,41.54,6.06,47.20,0.00,0.00
6001, 2014-03-10 13:09:33,19.26,41.54,6.06,47.20,0.00,0.00
6001, 2014-03-10 12:59:33,19.38,39.68,6.00,47.16,0.00,0.00
6001, 2014-03-10 12:54:32,18.60,41.44,6.00,47.20,0.00,0.00
6001, 2014-03-10 12:52:29,18.34,42.34,5.94,47.16,0.00,0.00
6001, 2014-03-10 12:47:31,18.04,41.76,5.94,47.20,0.00,0.00
6001, 2014-03-10 12:42:31,17.99,41.21,5.88,47.16,0.00,0.00
6001, 2014-03-10 12:32:22,18.32,39.25,5.81,47.16,0.00,0.00
6001, 2014-03-10 12:28:11,18.26,41.88,5.81,47.20,0.00,0.00
6001, 2014-03-10 12:23:40,18.45,40.49,5.81,47.11,0.00,0.00
6001, 2014-03-10 12:10:35,18.90,39.11,5.69,47.11,0.00,0.00
6001, 2014-03-10 12:05:35,18.40,42.95,5.69,47.16,0.00,0.00
6001, 2014-03-10 12:01:17,17.60,44.61,5.69,47.11,0.00,0.00
6001, 2014-03-10 11:56:16,17.39,43.82,5.63,47.11,0.00,0.00
6001, 2014-03-10 11:52:12,17.40,45.22,5.63,47.06,0.00,0.00
6001, 2014-03-10 11:47:14,17.28,43.36,5.56,47.11,0.00,0.00
6001, 2014-03-10 11:42:20,17.14,43.76,5.56,47.11,0.00,0.00
6001, 2014-03-10 11:37:13,17.15,44.36,5.56,47.06,0.00,0.00
6001, 2014-03-10 11:31:03,16.77,44.13,5.56,47.06,0.00,0.00
6001, 2014-03-10 11:26:04,16.26,48.21,5.50,47.11,0.00,0.00
6001, 2014-03-10 11:21:04,16.27,46.24,5.50,47.11,0.00,0.00
6001, 2014-03-10 11:16:04,16.36,46.73,5.50,47.06,0.00,0.00
6001, 2014-03-10 11:13:00,16.05,48.03,5.50,47.01,0.00,0.00
6001, 2014-03-10 11:02:59,15.92,48.01,5.44,47.01,0.00,0.00
6001, 2014-03-10 10:58:00,15.68,46.95,5.44,47.01,0.00,0.00
6001, 2014-03-10 10:54:53,15.84,47.04,5.44,46.96,0.00,0.00
6001, 2014-03-10 10:49:54,15.38,50.92,5.44,47.01,0.00,0.00
6001, 2014-03-10 10:44:54,15.06,50.35,5.44,47.01,0.00,0.00
6001, 2014-03-10 10:39:54,14.58,50.23,5.44,47.01,0.00,0.00
6001, 2014-03-10 10:32:48,13.94,53.08,5.44,47.06,0.00,0.00
6001, 2014-03-10 10:27:48,13.40,54.83,5.44,47.11,0.00,0.00
6001, 2014-03-10 10:23:28,12.81,56.76,5.44,47.06,0.00,0.00
6001, 2014-03-10 10:18:36,11.86,60.44,5.44,47.11,0.00,0.00
6001, 2014-03-10 10:18:30,11.86,60.44,5.44,47.11,0.00,0.00
6001, 2014-03-10 10:11:22,10.78,62.87,5.44,47.06,0.00,0.00
6001, 2014-03-10 10:06:25,10.88,62.51,5.44,47.11,0.00,0.00
6001, 2014-03-10 09:56:24,12.16,61.17,5.44,47.11,0.00,0.00
6001, 2014-03-10 09:54:19,11.90,62.33,5.44,47.06,0.00,0.00
6001, 2014-03-10 09:49:19,11.36,64.02,5.44,47.11,0.00,0.00
6001, 2014-03-10 09:44:19,10.74,67.09,5.44,47.11,0.00,0.00
6001, 2014-03-10 09:39:19,10.20,68.28,5.44,47.11,0.00,0.00
6001, 2014-03-10 09:32:14,9.66,87.12,5.44,47.16,0.00,0.00
6001, 2014-03-10 09:27:14,8.96,89.84,5.50,47.16,0.00,0.00
6001, 2014-03-10 09:22:14,8.88,91.62,5.50,47.20,0.00,0.00
6001, 2014-03-10 09:17:14,8.54,96.95,5.50,47.16,0.00,0.00
6001, 2014-03-10 09:12:07,8.02,97.41,0.00,47.20,0.00,0.00
6001, 2014-03-10 09:07:14,7.59,97.54,0.00,47.25,0.00,0.00
6001, 2014-03-10 09:02:08,7.07,97.59,0.00,47.25,0.00,0.00
6001, 2014-03-10 08:51:02,5.72,97.41,0.00,47.35,0.00,0.00
6001, 2014-03-10 08:46:34,5.47,97.49,0.00,47.30,0.00,0.00
6001, 2014-03-10 08:41:34,5.04,97.54,0.00,47.40,0.00,0.00
6001, 2014-03-10 08:36:32,4.36,97.52,0.00,47.40,0.00,0.00
6001, 2014-03-10 08:35:27,4.23,97.49,0.00,47.44,0.00,0.00
